video_id,transcript,transcript_type
MDZrECbuCgo,Propaganda we are not falling for. An AI assistant that makes you sound like everyone else. Sending that risky text without an edit. The 5 to9 before the 95. I making us lazy. Proper grammar makes you sound old. Voice memos. Adding L at the end of a message to sound less serious.,unknown
LRZ6r2N2x-I,"Hello. >> Hello. >> At Grammly, what do you do? Explain it to me like I'm 10. >> Think about trying to take the best players from your favorite sports teams and trying to bring them to the best team, Grammarly, in the world. That's my job. >> What do you do at Grammarly? Can you explain it to me like I'm an 8-year-old? >> My uh job is analytical linguist. So, anytime that Grammarly does anything with your writing, sometimes it works and sometimes it doesn't work. and when it doesn't work, we want to try to fix it. >> I try to kind of story tell um and explain how Grammarly could help. What I do at Grammarly is help our customers understand all the really good things that they get when they buy Grammarly. >> What do you do at Grammarly? Explain it to me like I'm eight. >> Good question, Lucy. I am in marketing and my job is to explain what Grammarly does and convince people to sign up and use our product. [Music]",unknown
DP17ooOf_NI,"Zapier is the most connected AI orchestration platform which means we connect over 8,000 different tools through AI and automation. Transparency is actually one of our company values at Zapier. That means that we work in public and one reason that we do that is because we are a remote company. Kota was one of the probably first products that I remember coming into Zapier and just loving that the company used. Kota plays a pretty critical role in helping Zapier have crossunctional collaboration. I manage a team of nine people and as a tool KOD is really important for me for visibility and transparency. We use KOD on the marketing team as a central hub for information. So anyone at the company can go into the KODOD and to see the marketing strategy. They can see all of our planning documents and then they also have visibility into what I'm working on as well as their teammates. So it's a really nice two-way street. >> One of the biggest things that helps us is actually Kod's rich set of APIs. You've seen teams adapt KOD to be really customizable. One of the ways that we've been able to build really powerful AI systems because we use KOD is by connecting KOD automation and our own Zapier to be able to get models aware of content from what our projects are, what our teams are working on. We don't have private Slack channels. Everything is out in the open and that includes our async communication. So having KOD as these open docs that anybody can access really gives us that extra layer of transparency that's built into the company inherently. [Music]",unknown
9FhPaxfRO4Y,"Is it possible to get a job in 24 hours? So, I was curious how quickly I could get a job. And so, rather than focusing my efforts on networking and building out a resume, I decided to start by cold emailing and DMing a bunch of different companies to see if they would hire me. Now, things were not looking good in the first couple of hours because despite literally messaging dozens of places, I wasn't getting any responses. But then it hit me. It was probably because my messages were pretty unprofessional, looking like this. In my quest for quantity, I ended up sacrificing quality. But I didn't have time to sit down and appropriately curate a professional and personalized message to each of them. But luckily, Grammarly exists, which is an AI writing assistant that helps you write better and faster to optimize for your work. And since they have a keyboard app and a desktop app, you can write on the go no matter where you are. The best part, though, is you could tailor your writing based on whoever you're talking to. So, perfect for job hunting. And since it works seamlessly in all of your apps, I figured this was my best shot at getting a response. And after just a few messages using it, I actually got some bites. But don't worry, I'm sticking to YouTube. But go try Grammarly today. I mean, all the features are free, so why not? [Music]",unknown
zfqHawI17es,"Ever since I started using Grammarly, writing has been a lot more easy. Now, as a full-time programmer and a new hire, I found that writing professionally takes a lot more brain power. Whether it's a Slack message or an email, I try really hard to get the tone right, like being polite without sounding passive. It works right inside email apps and Slack, which is super convenient. And I use it to clean up phrasing. And whenever I ask myself, does this sound okay? What I love is that it adapts based on who I'm writing to. Like, if it's my manager, I can set my audience. And Grammarly shifts the tone to make me sound more confident and clear without overthinking it. All the features I'm using here are totally free and I don't have to copy and paste anything into another tool. It just works where I work.",unknown
GTW5eAfL2tc,"This what? 240,000 is going to get you in Canyon Lake, Texas. It's a speed course. So, let's take a look. Grammarly helps me get all my work done with speed using the AI tools like garage. Best part about Grammarly, they work with over 500 apps plus websites. So, they work where you work. This is not brought to you by Grammarly and the any tools like the We have a beautiful view here of Grammarly and all their benefits. Come on. Come on, man. Stay with me. This tub brought to you by Grammarly and the AI tools they provide. But show that screen and let's watch this. While I have your attention, we're talking about Grammarly and the benefits for a professional. Through the AI tools they provide, they can help you sound confident in emails. The AI tools can rewrite for clarity. And the AI can help streamline other processes, too. Download Grammarly.",unknown
nrPEDbmQWDc,"For $100, can we read through your emails to see how Grammarly can improve some of your sent emails? >> Sure. Can you pull out your phone? Your most embarrassing emails. >> Most embarrassing email. Oh god, this is embarrassing for sure. My name is Jiren and I'm dropping a line to see if has any jobized holes that match the shape of my skill set. I live in Ridgewood and I'm no stranger to brickandmortar, retail, work, fashion, and clothing reset. >> So now, can you copy that whole thing? All right. Is in Grammarly. We're going to make it more persuasive, confident, friendly. Now, it's going to revise. So, now what I want you to do is read this revised email. >> Hey there, I'm Jiren and I hope you're doing well. I wanted to reach out and see if there are any job opportunities that might fit my skills. I'm currently living in Ridgewood and I've got a background in brickandmortar retail, fashion, and clothing resale. Looking forward to hearing from you. >> What do you think? >> Good. I'm definitely going to use Grammarly now and correct my literary beta posture. >> Here's your $100. And to everyone watching, go check out Grammarly free.",unknown
a3hPrcebSOQ,"[Music] [Music] If you need help setting boundaries in the workplace, Grammarly's got your back. Grammarly is an AI writing partner that helps professionals confidently communicate. After opening the Grammarly Assistant and typing your prompt, choose the tone of your message, and you can even shorten it to get right to the point. Once you're ready, hit insert. And just like that, Grammarly has crafted you the perfect out of office away message so you can sit back, relax, and enjoy your PTO.",unknown
xDT4ujlwPv4,"- Before Zapier was using
tools like Coda and Grammarly, we were looking for technology partners that would help us
supercharge our folks' ability to be amazing at what they do. Coda was a really promising
way to help us make it easy for people to find the
information that they needed. That's the place where work happens. Hi, my name's Brandon Sammut, Chief People Officer at Zapier. Zapier is an AI orchestration platform that gives people and organizations the power to build
entire pieces of software without having to know how to code. We have an effort that my
own team leads at Zapier to help HR teams all over the world use AI and automation to supercharge their work. We organize that entire effort on Coda. Can we call that effort HR by Zapier? The impact of an effort like HR by Zapier, it's able to be much more of a guide and a partner to our customers. And then of course, we're all about automating
tedium out of work. We built an integration
across Zapier and Coda that unlock even more powerful ways to make sure that when
I do something in Coda, I can automate an update
to the folks that need it. The biggest benefit of working with Coda and Grammarly are the teams
that we get to work with, feeling like you have a trusted partner. They feel like we're actually
on a journey together. That's something that is still pretty
distinctive in the market. That's something we really appreciate about the work that we get to
do with Coda and Grammarly. (gentle bright music)",unknown
RpZBJo1ckmw,"What do you write? Romantic poems. Well, what if we wrote Zanab poem right now and use Grammarly's AI writing tool to help us out? My name is Rush. My girlfriend is living in France and I am here living in stumble. I feel insecure about my writing because probably my English not enough for that. Okay. Her eyes like my story of life. Her touch feeling warm of the sun. My love for Z will be forever. How would you want to try to improve this? Like I want to change the style to Edgar Alen Po. Write the below poem Edgar Allan Poe style. Go ahead and read it. Arise like glaze did steer my soul. Her touch a flame that made me hold my love for Zanap ever shall be. Wow. Maybe you could use Grammarly to help you write more letters to Z. Yeah. Yeah. Thank you. That's perfect.",unknown
fruwHfVjWr0,"Now you only need one subscription instead of multiple AI tools. One of my secret weapons is asking Grammarly to identify gaps in my essay. That's how you get feedback like this. If you think that citations take up too much time, then there is an auto citation tool that appears when you have the extension installed. But if you upgrade to Grammarly Pro, you get access to tools that can help you turn wordy sentences into clear, effective ones, or even a plagiarism tracker if your university is really strict on that. [Music]",unknown
c2WtIpgdELE,"Grammarly's features can help you show up confident, even if you're secretly nervous on the inside. I actually asked Grammarly's AI to help me rewrite this in a more confident tone. And boom, confident and clear. Your college professor was wrong. You don't actually have to sound like a corporate bot or hit a certain word count. In fact, it's a lot better to be concise in your communication. Grammarly's AI help you simplify complex information to communicate much more effectively. I have personally been a Grammarly user since 2020 and it has been such a great resource for me. If you're ready to level up your career communication, you can sign up now to get Grammarly for free.",unknown
G4dSAzJRdJI,"Let's write my cover letter together. Okay, so this is what I had before. I am looking to gain legal experience and guidance at any capacity. My goal is to learn as much as possible to navigate the legal industry with as much competence and understanding as possible. Terrible, awful, embarrassing. I think I almost crashed out having to read that twice. This is after I used Grammarly. I'm eager to learn from the best, developing the confidence and insight necessary to navigate complexities of the legal landscape. So much better. Okay, here's another one said, ""With a genuine desire to absorb as much knowledge and experience as possible, I am open to any opportunities available to learn. Post Grammarly driven by a sincere enthusiasm for gaining knowledge and experience. I'm eager to explore any opportunities that will allow me to learn."" And girls, yes, Grammarly has given me a 98 overall score. I think this has removed like 25 filler words that I just didn't know I had. It sounds so much better. I also finished that in like 30 minutes.",unknown
l78y0Nq1zKc,"[Music] Grammarly just said, ""My agenda is concerningly chaotic."" Okay, that's accurate. From quick edits to tone suggestions, Grammarly makes sure I'm prepared even when I'm not. Hey, sorry I'm late, guys. Traffic was crazy. Grammarly's AI powered tools help me organize my ideas quickly and confidently so I can focus on leading the discussion, not scrambling to figure out what's next.",unknown
1sGEN6Vobc0,"At some point in your job search, it is pretty inevitable that you'll be asked, ""Why are you leaving your current role?"" As annoying as this question is, they're asking this to gauge your motivations and make sure you're not going to cause strife or bail as soon as you get a higher job offer. And even though you're really leaving because you're bored out of your mind and you're underpaid and your manager actually drinks toxic juice for breakfast, now is not the time for honesty hour. When you answer this question, focus on the future, not the friction. And with the help of Grammarly's AI features, we can pick that massive list of all the reasons you are ready to move on from your job and turn it into professional forwardlooking motivations. We're not leaving because you found out your co-orker makes $20,000 more than you. You just realize you thrive in environments that promote growth and recognize contributions and are looking for a role where you can leverage your strengths and be part of a supportive team that encourages advancement. My favorite part about Grammarly is you can tweak your responses to sound more confident, more natural, and specific to your experience in the job you're applying for. Try it out and keep going. I'm proud of you.",unknown
yqZKi5y8JQQ,"Another wonderful day. Morning all. Can you walk me through what you've done so far? You're stressed about an email you need to write to John. Look, I get it, but he's just an SVP, not a deity. The man literally doesn't know how to spell the word accommodate. Yeah, you're right. We need to rework the copy on these coms before they go out. Girl, do not let this job teach too much of your sanity. Let's have you try Grammarly. I'll reddraft paragraphs three and four. Do you think you can have the first two rewritten in the next couple hours? Grammarly can help you rewrite drafts to sound more confident. With Grammarly Pro, it even provides suggestions to point out missing things such as a deadline or a CTA, which you know would lead to another email or meeting. Oh yeah, I use it a lot to save me time thinning out copy or even brainstorm ideas. Okay, let's see what you got now. Yeah, this is perfect. Don't overthink it. Literally, everyone's making up stuff as they go, so like don't let other people intimidate you. Okay.",unknown
DRxZyElXYeE,"Even when I'm trying to take a break, my brain's like write this, review that, answer that, edit that, and of course, everything has to look and sound confident and polished. Does this email sound too passive? Run it through Grammarly, it'll make you sound way more confident. Ugh, I still need to update that campaign script, but I'm totally stuck. You can use their idea generator. It can help you with hooks, structure, and everything you need. Wait, that's really helpful, actually. And if you're short on time, it can even rewrite insurance stuff for you. Honestly, it's like having two extra brains and neither of them need copy. No, that's more like it. Seriously, if you're feeling overwhelmed, using Grammarly makes it way easier. Sign up to try it for free.",unknown
iyTwKibn_ds,"- Hey, it's Grammarly...in
classic us style, we have a suggestion. This time, it's not just words. This time, it's work itself. We get it. It's not you. It's all
that stuff in your toolbar. They're promising futuristic
features and smarter solutions, but they've made it your
job to connect the dots. Yikes. AI should not be this hard. May we suggest a better option? What if AI worked everywhere you worked? And made everything smarter so
you could rise above the mess. So you and your team can get
more done. Like, way more. And not only sound your
best, but work your best, too. That's Coda and Grammarly. We make AI work for you, not
the other way around. So you and your team
can do what you do best. Work your magic.",unknown
hgIPxuhAAQI,"I think about Grammarly and how it's helped me prepare not just briefs, but really scripts that allow me to step into a presentation and know that I'm saying something with absolute confidence. I'm Alex Diaz. I'm a professional marketer in Seattle. What I call my weekend job, I volunteer with an organization called Key to Change. It's a black le, blackfounded nonprofit focused on music education specifically for children in underserved communities with the goal of not just teaching music, but it's really about developing and supporting them as leaders because I'm moving so fast in the work that I do. Sometimes it takes a minute to think through changing my tone. And I love AI compose because you open it, you write your intention and automatically this paragraph comes out. You have this template that you can play with, add your tone to. AI composed makes it significantly easier to send emails to donors or communicate with the board on what's going on with the organization. Grammarly allows me to take a step back and say, is this really the clearest message you're getting across? And so with Rewrite for clarity, it's able to expand here's what you're trying to say and why. I just wouldn't have thought about it at the time. Grammarly is very much how do we empower and give you confidence that whatever you're creating, whatever you're writing, whatever message you're trying to send that you come across as you intend. Get Grammarly today. [Music]",unknown
55oIwErDr3I,"I'm not going to lie, I use Grammarly every time I write. It helps me get the best grades possible while depleting the least amount of hours of my week. I'm a product marketer who's interested in how do I bring the voice of a user into the work that we do. Grammarly is just this amazing partner. It takes a lot of the heavy lifting off my plate so that I can focus on expanding and elevating ideas. As a media and journalism student, the integrity of my writing is super important. Grammarly's AI Compose can help me narrow down what to write about while preserving my authentic voice as a writer. The critical thinking and just your own personal pizzazz really makes the big difference. Whatever you're creating, whatever you're writing, whatever message you're trying to send, you can do it with a smile on your face and with absolute confidence that it's the right message you want to send. I'm Alex Diaz, Lauren Taylor, Claudia Chow, and I am a Grammarly user.",unknown
BI-UOyAZCY0,"Grammarly helps me get the best grades possible while depleting the least amount of hours of my week. I'm Lauren Taylor. I'm a student in Future CMO and I am a Grammarly user. So, when I first got Grammarly, my mom got it for me my junior year of high school to help me with my college application essays. But now, it's kind of cool because it's evolved as a platform. Grammarly's AI Compose can help me narrow down what to write about. I can in 15 20 minutes have a decent outline of what I'm going to be writing over the next week or two. It's nice to have a tool that can improve my productivity. Once I've fully fleshed out a draft, I use Grammarly to start looking at clarity and precision. It can tell me things like add more direct quotes if maybe it's gotten a little stale. As a median journalism student, the integrity of my writing is super important. One of Grammarly's best features is the AI and plagiarism detector. If I quote someone a little too closely, Grammarly can pull that article for me and help me create the citation, which just keeps me honest about who I'm sourcing for information. Other platforms are a little more general. They can serve as search engines. They can kind of edit things. They can kind of site things, but they're a little too general to be truly great. Grammarly is a lot more tailored with writers in mind, with creators in mind, with communicators in mind. If as a student you want to put your best foot forward, Grammarly is your go-to. Download Grammarly for free. [Music]",unknown
dOd9YjPt2IY,"When you're busy or you have a great idea, you just want to get things down on paper. Grammarly is always catching things that you need. My name is Claudia. I'm a marketing manager and adjunct professor and I use Grammarly every day. The pressure is definitely on. With AI, you're expected to take all the data in the world and pump out something that is perfect jobs. Now, you don't really have as clearly defined tasks. So, you're working on this project, working on this project. Grammarly helps me brainstorm ideas with AI compose. I type in some prompts and then it will give me a great outline to start with. Grammarly takes a lot of the heavy lifting off my plate so that I can focus on expanding and elevating ideas. My dog Koko is my CMO, chief morale officer. She needs to go for walks, but she times them perfectly when I need a break away from my computer because I'm always on the go. That's usually when I get somebody's urgent email and I have to reply to a client and your words are jumbled. Mistakes are signs that you're busy. Tapping on rewrite for clarity can make adjustments. Grammarly does a great job of reframing those emails. It's kind of like having a second set of eyes so it does not seem like I'm distracted. I'm not going to lie. I use Grammarly every time I write cuz I can put my trust in it to help me communicate effectively. Download Grammarly for free. [Music]",unknown
P7eUpULnI2o,I'm Brian hary I am a professor at the University of Florida in the College of Medicine and I'm senior associate Provost Brian T one now I put this thing down I guess pretty good yeah a lot of the courses now about 30% at the University of Florida online how do you know a student actually wrote their own essay or how more importantly does a student show a professor that they wrote their own essay I use grammarly in my course particularly part of it called authorship authorship allows instructor like me to determine what was written by the student and what was written WR by some other program say generative AI or if they took it from a website like Wikipedia they can actually show on their own if they actually did the assignment themselves or if they had help from various places if somebody like me says hey did you really do it I can just look because they sent in as part of the assignment and they can say yeah here's the information I can actually watch how they wrote the essay and I can see where all the parts came from they will absolutely no matter what their career is have to use generative AI in their future careers what we try to do at the University of Florida is to show students The Good the Bad and the Ugly and then to allow them to make decisions in their future lives of what they should use it for,unknown
cC65jxVYaWY,"Brian Grammarly take one go Flames. We were at a point in time when our faculty were very much anti-AI. We were thinking that we want to find a partner as well as a product. Grammarly has been a great partner to work with. When you're using a tool that has AI in it, there is still critical thinking that needs to take place. We've really pushed faculty to challenge students in terms of how they use Grammarly. Whether they're going to ask it to improve their writing, whether they're going to ask it to make it more convincing or on brand, they've really utilized Grammarly to support their thought process. It should create a lot of efficiencies. Grammarly has leveled the playing field. It's provided an equitable resource that everybody can turn to support their writing.",unknown
fS9bGGSSXsc,we have a very International University and most of them are not English native speakers we said well it it would be very helpful to have some tools that would help us automate this process grar is directly focusing on the writing it gives you feedback while writing on your grammar on your writing style Germany being Germany and the European Union we have a very strong data privacy loss it was very important for us that gr provided these standard tools and standard certifications in regard to data privacy with the rise of AI tools I see a huge need from our users to provide uh tool like gramal gramal is a real asset for us,unknown
Zwv2HBo_aQg,what grammarly brings to the table is it is presenting the best version of yourself it augments my creativity and my own content that I'm creating you want it to be the best version of you I do think that gram as a communication platform I think that's a big unlock of Enterprise productivity I just felt it was a tool that allowed people to be better at their jobs and problems solve more deeply grammarly's invested a lot in their artificial intelligence models to provide workflows for things that traditionally would be cumbersome for us gramal is being used in the communications that our technical support team is having putting Gramm into that workflow it frees up time for the agents to then spend time on more complex issues to be able to give our team more interesting work is a huge benefit the productivity very easy for us to prove you can see that actually transactionally in day-to-day work our employees they are massive fans what I thought was really compelling about the approach that grammarly has is that they're adapting to whatever tool we're using to communicate that will drive productivity for an organization not be a distraction grammarly used to be about error correction but now it's about employee skill development that empowerment aspect of AI and making employ employes more valuable is a huge opportunity it's letting humans kind of Drive the experience and the outcomes customer satisfaction is a huge priority for us and gramy is helping us get there [Music],unknown
_YIIraretqQ,"The volume of communication channels that knowledge workers have to navigate is extraordinary. I'm Neil Smith. I'm the VP of technical support for Iterable, which is a customer communications platform. Our technical support team is interacting with our customers more than any other part of the organization. And that's literally thousands and thousands of interactions on an annual basis. Putting Grammarly into that workflow has certainly been helpful in building effective customer relationships. It's also really helpful in just building the skill set of our team members. It frees up time for the agents to then spend time on more complex issues and problem solve more deeply. What I've heard from my team is that that's what brings them joy. Grammarly used to be about error correction, but now it's about employee skill development. Customer satisfaction is a huge priority for us, and Grammarly is helping us get there. [Music]",unknown
5DNEvDwqCvs,in the workplace I don't think we've ever had more channels more signals more volume of messages smart sheet we're a collaboration work management software platform I own the group that measures value of Technology we look at it a very specific way I had my value practice look at Gramm the productivity was very easy for us to prove you can see that actually transactionally in day-to-day work we used to think of grammal as error correction proper words it's really a communication platform effective communication is really foundational to ideation and reasoning and strategy development gramal is in that class of technologies that the individual benefit it means something to them our employees they are massive fans I'm a user as well I think effective communication with our customer is a huge opportunity and for us gram is definitely part of that this super highway of effective Communications is just so foundational to business,unknown
TSvcvjVOG-Q,my name is holiday Newton and I am a Content operations manager at GPO which is an SEO and content agency I rely on grammarly heavily in my day-to-day life that helps make my own writing stronger because when I see the same errors pop up again and again I know to watch for it myself before grammarly even touches it some of the generative options like to improve your impact are really helpful grammarly offers ideas for how to make it more relatable to the audience or how to strengthen the emotional impact of the content grammarly is definitely an essential tool that I rely on more and more especially as new features are added that become helpful with generating content or new ideas grammarly helps me with every part of the writing process,unknown
4Wz6v6j76mY,[Music] my name is Caitlyn I am a social media specialist gly saves me hours of time a day I have a variety of clients that I kind of work with on a day-to-day basis when you're pumping out a lot of content per day for multiple clients it can get very repetitive if I didn't have garly to kind of filter out those tones for me I'd probably have to work with one client per day it would be really hard to switch back and forth as often as I have to do having grammarly in my back pocket really feels like an extra peer review without having to go to my coach workers everybody's busy everybody has things to do calendars don't always align so knowing grammarly is in my emails it's in my Google Sheets it's in my calendars is so helpful in case I can't bother somebody in case I don't have the time to review it with three other four other people I know it has my back I know I can count on it and I know I can pop it into any situation I'm working on it's going to give me the results I'm looking for I definitely trust grammarly more than any other AI tool,unknown
5yof30j1v-Y,[Music] my name is Kristen penalosa I supervis three sub teams the uh client support team the client success team and the tech support team grammar helps me be a better Communicator I communicate with my direct reports all the time I write a lot of emails we communicate over slack since we're a fully remote company and I create a lot of content not only for my team but also for myself I have adopted grammarly completely into my life I've been using it for everything since I'm not English native speaker I was a little bit struggling especially in in written form in German my my native language we use a lot of passive voice and in English it's suggested not to just having grammarly take that mental energy away or or just take that lift off and allow us to just correct it automatically it's almost like gramal and I know each other it's like my my virtual uh nonhuman assistant without grammar I certainly wouldn't have learned as much as I know now this is now my second company where I almost demanded my leadership team to purchase the the team plan and wherever I go moving forward I will always ask to make that a team tool [Music],unknown
z4qcbzfG-MI,"Communication is vital. It's at the heart of everything that we do. With Grammarly, we are innovating faster
because we're able to communicate better. I'm Natalie Mendez. I'm the Head of Brand Content
at Atlassian. We could add our brand style
guide directly to the Grammarly tool
and have it helping people as they write. It's kind of like a guardian angel that
sits on your shoulder as you're writing. I'm really excited to think about how we
can communicate better with our customers, get more done internally. We are innovating faster
because we're able to communicate better, and that's
what makes me trust Grammarly so much.",unknown
RLZ2HZczO58,"That client review was brutal. We're gonna be underwater for weeks. I'm already so pruney. This is fixable. Just use Grammarly. We'll crush it. I'm already crushed. I cannot be crushed any further. Spoke too soon. The Finance team is panicking. If we can't get approval,
we can't make our numbers. Okay - first, use Grammarly’s
AI to sound confident so the team doesn't think you're...  drowning. Now let's get to that proposal. Where do we even start? They hated it. I think we broke our CEO's brain. His phone isn't even plugged in. Let's start here. Grammarly can look through the proposal to find what's missing. Wow! Like in the intro, you need to show the
clients what's at stake. That took me two days to write. I had to ignore like  eighteen pings from Pat just to focus on it. Well, now it takes one click. And look, Grammarly knows the audience is non-technical, so it can take out the jargon Cool! and make the benefits
easier to understand. Wow! I think our clients
are going to love this. I'm going to resubmit it. And with Grammarly working across 500,000 apps and websites, we'll never be underwater again! It's approved! Tell the team. But hey, I think eight exclamation
marks might be overdoing it Grammarly says one is enough. Well, I appreciate that, Grammarly, but this is an eight exclamash situash. Def. Totes. Download Grammarly for free.",unknown
RJwRThfQNI4,"I have 12 emails, 30 messages,
and a proposal due by 10. How am I already underwater? I'm in the same boat. I'm in an actual boat! I thought Grammarly just fixed grammar - they make boats now? It's more of a metaphorical boat. Because I've been using Grammarly’s
AI for years to keep me high and dry. Try it. Grammarly can look through your writing
to make it easier to understand. See? Shorter. Whoa. Clearer. Cool. And better. Now people will get what
you're trying to say and you won't be flooded
with confused emails. Can you do mine? No problem. Your writing's good,
but your word choices could be better. Wow! Now your writing is as confident
as you are. If that's even possible. Oop, new email. Oh! What about our proposal? Let me take a look. Woof. You'll be in deep water
if you show this to the CEO. Grammarly can point out what's missing.  Right there, the CEO will want to see a deadline. And here you should connect
the projections back to company strategy. Uh yeah, how could I do that... Mia, can you do a deep dive? On it! 10% higher revenue by next year. I'm sending it in. The CEO loves it! Budget and headcount are approved! Let's get everyone on board. I meant figuratively? Download Grammarly for free.",unknown
_7FvAutQh7M,"If we fail to communicate,
that's not an acceptable outcome. My name is Michael Roseman. I'm the Chief Operating
Officer of OneSource Virtual. At OneSource, we are trusted as partners
with our customers and their most sensitive data. I think our journey with Grammarly
has just begun. When we went and looked for a solution,
having a solution that is ubiquitous, that's available to us
across our platforms, it's easy to use. Grammarly is the industry leader. It was the smoothest and easiest enterprise deployment of software that I've ever been a part of. We know we're communicating more effectively, more clearly,
because our customers are telling us that Grammarly helps us every day on that road.",unknown
6xE5muLkNQw,"When communication isn’t clear,
employees can't be as productive. We can't provide our customers
what they need. Grammarly is essential across
every single element of communication, at HackerOne. My name is Debbie Cotton. I am Head of Internal 
Communication and Culture at HackerOne. By using Grammarly, we're able to put
the tools at our employees’ fingertips. It has improved our writing communication
by 66%. I trust Grammarly and our security
and IT teams trust Grammarly. With Grammarly, we're able to reach our goals.",unknown
hV-cZrcHDfk,"If we fail to communicate, that's not an acceptable outcome. But in the bottom right corner of my screen there’s a green circle with a G. We work in a very regulated world. At OneSource, we are trusted as partners with our customers and their most sensitive data. In the past, we've received feedback from customers that our communication was imprecise,
that our communication was not clear. When customers tell us that we can do better, when our employees say that they need different tools, it's pretty easy for us to recognize that there's a gap. Grammarly is the industry leader. It was the smoothest and easiest enterprise deployment of software that I've ever been a part of. Grammarly is essential across
every single element of communication at HackerOne.  By using Grammarly, we're able to put
the tools at our employees’ fingertips. At Atlassian, we have a very well created and thoughtful brand voice and tone guidance. We could add our brand style guide directly to the Grammarly tool and have it helping people as they write. Grammarly helps make sure that I am everywhere I can’t be. Grammarly’s GenAI is kind of built into all of my
favorite up, so it goes where I go. I don't have to copy and paste things. I just open the app and there it is. It's not what it does for me, it's how it does it. It is integral in the way that we operate now.  In a year it is part of our corporate DNA. Grammarly has improved our writing communication by 66%. It's kind of like a guardian angel that
sits on your shoulder as you're writing. It has become absolutely essential for me to get my job done. I think our journey with Grammarly has just begun.",unknown
lCtv6jMphAc,citations are crucial but timec consuming it's essential to get them right to ensure you properly credit your research sources and don't lose unnecessary points or accidentally plagiarize from proper formatting to crediting the usage of AI there's a lot to keep track of I'm Zach and I'm here to show you how grammarly can take the stress out of citations so you can focus on delivering a top-notch assignment with Integrity let's say I'm a biology student working on a research paper for school as I work work I incorporate research from websites like science direct Frontiers and PS1 to support my ideas it's crucial that I site these resources to maintain the Integrity of my work grammarly makes it easy with the grammarly browser extension enabled I click the get citation button while on a website I reference grammarly instantly generates a fully formatted citation I can even have my citation formatted in various Styles like APA MLA or Chicago all that's left for me to do is copy and paste this citation directly into my draft as AI tools like grammarly and chat GPT become more popular among students being transparent about using them has become an important part of citing sources since I've used grammarly to help create an outline and rewrite certain sections of my paper I'll select acknowledge grammarly geni use and just like that I can be transparent about showing any AI prompts I use to improve my work and if I use chat GPT I can also acknowledge it the same way and when I'm ready to edit my paper I can polish It Off by making sure my citations are mistake-free and consistent I can use grammarly to proofread my intext and full citations to make sure I don't lose any points over formatting and there you go with grammarly you can effortlessly build and format your citations saving you time to focus on your research and writing plus it makes it easy and fast to ensure transparency in your work so you can maintain academic honesty make sure you download grammarly for AI writing assistance and subscribe to this channel for tips on upleveling your communication with AI thanks for watching now go right,unknown
Agd6X7_sTZo,ever find yourself working on a school paper struggling to rephrase a complex sentence without losing its meaning or wondering how to transform Ault sentence into something more compelling I'm Zach and I'm here to show you how you can use AI to discover fresh ways to get your point across let's say I'm working on a research paper about the future of renewable energy and I come across a study with findings I want to include in my paper The Source text is lengthy and it's complicated and I wanted to still it into something simpler I'll show you how I can use grammarly to paraphrase it so it fits more seamlessly into my paper first I select the text I want to paraphrase from a website I'm on and copy and paste it into my doc then I click the grammarly icon and select shorten it grammarly provides a trimmed down sentence that keeps the main point intact I review the suggestion and click insert to add it to my doc or if I don't like the way the new sentence sounds I can click rephrase to get a new version of the same idea now because I'm rewording text from an original Source I need to cite my sources paraphrasing still requires citations to ensure I'm not plagiarizing someone else's research or ideas in addition because I've used AI to paraphrase it's important to declare my use of it we'll dig into all this more in our next video next there are parts of my paper that just aren't quite compelling enough grammarly can help transform the tone to make it more persuasive to do this I select the text I want to change and click the grammarly icon again then I select make it persuasive gramly provides a more convincing rewrite I can paste into my doc I can also use gram to achieve other tones for example if I want to make my writing sound more formal or academic and there's more Beyond shortening text and transforming my tone grammarly can also help me untangle complicated hardto follow sentences to ensure my points are clear and easy to understand there you go that's how grammarly and AI assistants can help you paraphrase and transform your writing to make it sharper and more effective all while ensuring your work is still your own thanks for watching and see you in our next video where we talk about how you can build and format your citations effortlessly including how to site the use of AI make sure you download grammarly for AI writing assistance and subscribe to this channel for tips on upleveling your communication with AI thanks for watching now go right,unknown
