video_id,video_title,channel_name,full_transcript,video_description
3cAfa7vtnHU,We Powered A Mountain,Beast Philanthropy,"a few months ago at the very top of a few months ago at the very top of a 9,000 ft mountain in a remote part of 9,000 ft mountain in a remote part of 9,000 ft mountain in a remote part of Nepal this Hospital looked like Nepal this Hospital looked like Nepal this Hospital looked like this because of its isolation this because of its isolation this because of its isolation this community has no electricity meaning community has no electricity meaning community has no electricity meaning that local doctors have no access to that local doctors have no access to that local doctors have no access to proper medical equipment and often had proper medical equipment and often had proper medical equipment and often had to perform surgeries and complex to perform surgeries and complex to perform surgeries and complex procedures in the dark using only a procedures in the dark using only a procedures in the dark using only a flashlight and very basic tools if more flashlight and very basic tools if more flashlight and very basic tools if more complex care was needed it would take complex care was needed it would take complex.","Kellogg’s is teaming up with Minecraft ​⁠(@minecraft) to give you FREE Exclusive Character Creator Items to use in game when you buy any participating Kellogg’s cereals like Frosted Flakes, Froot Loops, Apple Jacks and Corn Pops. Minecraft and Kellogg’s have partnered with the Arbor Day Foundation to build a better and greener world by planting 250,000 trees in forests of great need in the U.S. Visit https://arborday.org to learn more about the Arbor Day Foundation's tree planting mission. • Select Kellogg cereals will include a FREE EXCLUSIVE DCL Minecraft Creator item, on specially-marked promotional cereal boxes. • Get one FREE EXCLUSIVE Minecraft Character Creator item when you purchase any participating Kellogg’s cereal between now and 7/31/2024. Collect all 3 Character Creator items! • Take a picture of your receipt and upload to https://www.wkkelloggpromotions.com/ (must be 16yrs+ to participate.) • You can only select the character creator item once (cannot collect the same item more than once, no trading) • Character Creator Items are exclusive to the U.S. to use in Minecraft game. • Offer good through Kellogg’s redemption website: https://www.wkkelloggpromotions.com ​⁠www.youtube.com/@minecraft #sponsored WATCH BEHIND THE SCENES VIDEO: https://youtu.be/XlYWZRf_IKM This project would not have been possible without huge support from these two amazing organizations: The GREEN Program Website: https://thegreenprogram.com/ Instagram: https://www.instagram.com/greenprogram Tiktok: https://www.tiktok.com/@tgpabroad LinkedIn: https://www.linkedin.com/school/greenprogram Youtube: https://youtube.com/@thegreenprogram4541 Facebook: https://www.facebook.com/TGPabroad https://givepower.org/ Filmed and Edited by: Dan Mace ( https://www.youtube.com/@DanMace) Follow us for a limited time BOGO on karma: Instagram: https://www.instagram.com/beastphilanthropy/ Website: https://www.beastphilanthropy.org/donate/ Tiktok: https://www.tiktok.com/@beastphilanthropy Twitter: https://twitter.com/BeastPhilanthr Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation."
STiUV6XXG4E,Giving School Supplies To The Poorest Schools In America,Beast Philanthropy,i fill five buses to the brim with i fill five buses to the brim with school supplies and by partnering with school supplies and by partnering with school supplies and by partnering with sun made we're traveling across america sun made we're traveling across america sun made we're traveling across america to one of the most underfunded schools to one of the most underfunded schools to one of the most underfunded schools in the country to help kids in need but in the country to help kids in need but in the country to help kids in need but first we wanted to help out four schools first we wanted to help out four schools first we wanted to help out four schools in our own community and to kick things in our own community and to kick things in our own community and to kick things off we took those school buses and off we took those school buses and off we took those school buses and filled this gym with school supplies filled this gym with school supplies filled this gym with school supplies when they see this today it's gonna blow when they see this today.,"Special thanks to our friends at Sun-Maid for helping us make the world a better place. https://www.sunmaid.com/ For any questions or inquiries regarding this video please reach out to chucky@mrbeastbusiness.com Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation."
ZdU3rWin0EQ,"I Fed 10,000 Families For Thanksgiving!",Beast Philanthropy,this is 10 000 turkeys and we're gonna this is 10 000 turkeys and we're gonna give them all the way to people in need give them all the way to people in need give them all the way to people in need the food drive starts in five minutes the food drive starts in five minutes the food drive starts in five minutes look at how long this line is it never look at how long this line is it never look at how long this line is it never ends we are literally feeding an entire ends we are literally feeding an entire ends we are literally feeding an entire city and without further ado we're gonna city and without further ado we're gonna city and without further ado we're gonna start the food drive gotta unlock it gotta unlock it this is the first car of the line and this is the first car of the line and this is the first car of the line and the first turkey of the day actually the first turkey of the day actually the first turkey of the day actually this is the first turkey oh well mine's.,"Thank you to Jennie-O for helping us make sure NOBODY goes hungry this Thanksgiving :) For any questions or inquiries regarding this video please reach out to chucky@mrbeastbusiness.com Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation."
Q49kJeG6nr8,100 Kids Smile For The First Time,Beast Philanthropy,"every year over 200,000 children are every year over 200,000 children are born without the ability to smile and born without the ability to smile and born without the ability to smile and even worse breathe properly 99% of even worse breathe properly 99% of even worse breathe properly 99% of people are born like this with a full people are born like this with a full people are born like this with a full ability to breathe through their nasal ability to breathe through their nasal ability to breathe through their nasal Airway passage however the other 1% look Airway passage however the other 1% look Airway passage however the other 1% look like this with a cleft lip or pallet like this with a cleft lip or pallet like this with a cleft lip or pallet which makes life terribly difficult for which makes life terribly difficult for which makes life terribly difficult for these children as they grow up in poorer these children as they grow up in poorer these children as they grow up in poorer areas there is no way for many of these areas there is no way for many of these areas there.","Operation Smile has given over 400,000 children a smile over the past 40 years. We are so grateful to support their cause. Please show them lots of love and click the DONATE button or visit their website to help them continue this incredible work. Thank you to the amazing people in Puebla, Mexico for opening your city to us and being such great hosts. Thank you to the more than 100 doctors, nurses, and medical volunteers for the exceptional gift you give these children. Thank you Operation Smile for incredible work you do changing so many lives. And finally, thank you to everyone watching this video. You literally pay for this work just by watching the channel. 100% of any revenue earned by Beast Philanthropy is used to help around the world. YOU are the most important piece of Beast Philanthropy. Support Operation Smile http://operationsmile.org/give Facebook: https://www.facebook.com/operationsmile Twitter/X: https://twitter.com/operationsmile YouTube: https://www.youtube.com/c/operationsmile Instagram: https://www.instagram.com/operationsmile LinkedIn: https://www.linkedin.com/company/operation-smile/ TikTok: https://www.tiktok.com/@operationsmileinc Website: OperationSmile.org Buy our merch to pay kindness forward. 100% of our revenue from merch sales is used to help more people. https://shopbeastphilanthropy.com/ Many of you have commented on the music in the videos. Did you know that ​⁠​⁠ @DanMace scores every note in every video with his amazing crew? Now you can enjoy this music on Spotify and, just like the channel, every penny we earn will be put back into the projects we do. (https://open.spotify.com/artist/400iD3n8DqB8wGqxDv6pSB) Follow us so we can help more people together: Instagram: https://www.instagram.com/beastphilanthropy/ Website: https://www.beastphilanthropy.org/ Tiktok: https://www.tiktok.com/@beastphilanthropy Twitter: https://twitter.com/BeastPhilanthr Facebook: ​​https://www.facebook.com/profile.php?id=100084586484118 Spotify: https://open.spotify.com/artist/400iD3n8DqB8wGqxDv6pSB Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. All revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. Filmed and Edited by: Dan Mace ( @DanMace )"
gvb5gI_IOpw,"We Gave Away $1,000,000 Smiles",Beast Philanthropy,"Before we get into this video, something Before we get into this video, something extremely serious happened close to extremely serious happened close to extremely serious happened close to home. Hey guys. Well, a few months ago, I Hey guys. Well, a few months ago, I landed up getting very, very sick. I landed up getting very, very sick. I spent some time in the hospital spent some time in the hospital spent some time in the hospital and I'm going to be stuck at home for a and I'm going to be stuck at home for a and I'm going to be stuck at home for a few months while I recover. So, I'm not few months while I recover. So, I'm not able to travel, which is not a bad thing able to travel, which is not a bad thing able to travel, which is not a bad thing because now you get to meet some of the because now you get to meet some of the because now you get to meet some of.","See Santa Clause get Dental Implants from NUVIA just in time for Christmas! https://youtu.be/vpn7-jzShXE Want to know if you might be eligible for Dental Implants? Take this 60 sec quiz to find out if you may be a candidate for NUVIA’s Permanent Teeth in 24 Hours. https://lp.nuviasmiles.com/national-eval-beast-philanthropy?o_source=collaborations&o_medium=youtube&o_campaign=national-quiz&o_term=beast-philanthropy&o_content=1mm-smiles If you are wondering how much Dental Implants Cost, you can read NUVIA’s “Dental Implant Cost & Information Guide here https://lp.nuviasmiles.com/national-cost-guide-ddpy?o_source=collaborations&o_medium=youtube&o_campaign=national-cost-guide&o_term=beast-philanthropy&o_content=1mm-smiles Follow us to help us help more: Instagram: https://www.instagram.com/beastphilanthropy/ Website: https://www.beastphilanthropy.org/donate/ Tiktok: https://www.tiktok.com/@beastphilanthropy Twitter: https://twitter.com/BeastPhilanthr Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored"
5rkMxc7yGSk,Feeding a City in Need,Beast Philanthropy,today we're going to be packaging and today we're going to be packaging and delivering 28 000 meals for a city in delivering 28 000 meals for a city in delivering 28 000 meals for a city in need now I'm going to show you guys what need now I'm going to show you guys what need now I'm going to show you guys what food we're going to be giving each food we're going to be giving each food we're going to be giving each family macaroni vegetables cans of soup family macaroni vegetables cans of soup family macaroni vegetables cans of soup peanut butter and jelly beans in an peanut butter and jelly beans in an peanut butter and jelly beans in an oversized pickle jar these things and oversized pickle jar these things and oversized pickle jar these things and Cheez-Its try and charm Miracle Whip and Cheez-Its try and charm Miracle Whip and Cheez-Its try and charm Miracle Whip and then we top it off with a case of then we top it off with a case of then we top it off with a case of coconut water and then we come over to coconut.,"THIS IS MY FAVORITE VIDEO EVER! Thank you so much for watching this channel and allowing us to grow this charity! :) MERCH & DONATIONS - Coming Soon! For any questions or inquiries regarding this video please reach out to chucky@mrbeastbusiness.com Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation."
1FQvRZg3bcg,We Powered a Village in Africa,Beast Philanthropy,imagine living in scorching heat with no imagine living in scorching heat with no access to food water or electricity access to food water or electricity access to food water or electricity while constantly fearing for your safety while constantly fearing for your safety while constantly fearing for your safety this is a saddening reality for the this is a saddening reality for the this is a saddening reality for the people that live in this remote Village people that live in this remote Village people that live in this remote Village in Zambia where locals are forced to in Zambia where locals are forced to in Zambia where locals are forced to rely solely on natural resources to rely solely on natural resources to rely solely on natural resources to survive and due to isolation from any survive and due to isolation from any survive and due to isolation from any City and no access to light during the City and no access to light during the City and no access to light during the nights many children are left to nights many children are left to nights many children are left to navigate in complete darkness making it.,"Lectric e-Bikes (https://lectricebikes.com/) stepped up to the plate yet again. This company has supported the majority of work we accomplished this year because they are a bunch of incredible people who want to help us make the world a better place. Their bikes are durable, functional, environmentally friendly, and really fun. Please go show them the love they have earned. Dora sacrificed everything to save these kids, but providing for them is still a struggle. Please help her. Click the Donate button below the video, or visit https://www.beastphilanthropy.org/campaign/dora-moono to make a donation, no matter how big or small. Also, you can follow her amazing journey on TikTok (https://www.tiktok.com/@doramoononyambe ). Thank you to our incredible partner GivePower for making such a complex project so easy. https://givepower.org/ Filmed and Edited by: Dan Mace ( @DanMace ) Many of you have commented on the music in the videos. Did you know that ​⁠​⁠ @DanMace scores every note in every video with his amazing crew? Now you can enjoy this music on Spotify and, just like the channel, every penny we earn will be put back into the projects we do. (https://open.spotify.com/artist/400iD3n8DqB8wGqxDv6pSB ) Follow us so we can help more people together: Instagram: https://www.instagram.com/beastphilanthropy/ Website: https://www.beastphilanthropy.org/campaign/rebuilding-baphumelele Tiktok: https://www.tiktok.com/@beastphilanthropy Twitter: https://twitter.com/BeastPhilanthr Facebook: ​​https://www.facebook.com/profile.php?id=100084586484118 Spotify: https://open.spotify.com/artist/400iD3n8DqB8wGqxDv6pSB Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored"
XkLV9nPouhc,We help this paralysed dog run again!,Beast Philanthropy,imagine a dog that can't run and play imagine a dog that can't run and play fetch sad right M Goya she is the fetch sad right M Goya she is the fetch sad right M Goya she is the sweetest puppy that lives in Thailand sweetest puppy that lives in Thailand sweetest puppy that lives in Thailand she was living as a street dog until one she was living as a street dog until one she was living as a street dog until one day when she was hit by a car her spine day when she was hit by a car her spine day when she was hit by a car her spine was broken and she lost all her mobility was broken and she lost all her mobility was broken and she lost all her mobility in her back legs deeming it impossible in her back legs deeming it impossible in her back legs deeming it impossible for her to ever walk again when we found for her to ever walk again when we found for her to ever walk again when we found out about this we supported Michael and out about this we supported Michael.,
tzZoph8R3PY,We Helped Paralyzed Dogs Run Again,Beast Philanthropy,throughout o hey come here come here throughout o hey come here come here throughout history dogs have proven throughout history dogs have proven throughout history dogs have proven their undying instincts to protect their undying instincts to protect their undying instincts to protect us but over time an ever increasing us but over time an ever increasing us but over time an ever increasing number of them are left neglected number of them are left neglected number of them are left neglected starving and are forced to fend for starving and are forced to fend for starving and are forced to fend for themselves however in tiand there is one themselves however in tiand there is one themselves however in tiand there is one man named Michael who is trying his best man named Michael who is trying his best man named Michael who is trying his best to make a difference but despite all his to make a difference but despite all his to make a difference but despite all his efforts he has reached a point where he efforts he has reached a point where he efforts he has reached a point where he simply can't afford.,"Not only are are House of Macadamia’s (http://houseofmacadamias.com/beast) products incredibly delicious and healthy, but they have been exceptionally generous to our Philanthropy. Besides sponsoring this video, they will also donate ALL THE PROFIT from the sales made from this video to Beast Philanthropy and the rest will support Africa's macadamia nut farmers. Don’t forget to use the code “BEAST” when you order, and you will get also get a FREE BOX (12 bags) of chocolate covered macadamias for free. #ad http://houseofmacadamias.com/beast USE CODE “BEAST” Michael, and his amazing team do so much to help these dogs, but there are still thousands of strays that need help. Please visit https://tmtrd.org/ to donate, or click the donate button to help us to support our furry friends around the world. Special thanks for the incredible song: “Higher Stakes” by Jeremy Loops, courtesy of JL Holdings: https://open.spotify.com/track/2aZ05XZQLTGrYNe1EUSXLn?si=5cf83a9b05d54e08 Filmed and Edited by: Dan Mace ( ​⁠@DanMace ) Many of you have commented on the music in the videos. Now you can enjoy this music on Spotify and, just like the channel, every penny we earn will be put back into the projects we do. (https://open.spotify.com/artist/400iD3n8DqB8wGqxDv6pSB) Follow us so we can help more people together: Instagram: https://www.instagram.com/beastphilanthropy/ Website: https://www.beastphilanthropy.org/campaign/rebuilding-baphumelele Tiktok: https://www.tiktok.com/@beastphilanthropy Twitter: https://twitter.com/BeastPhilanthr Facebook: ​​https://www.facebook.com/profile.php?id=100084586484118 Spotify: https://open.spotify.com/artist/400iD3n8DqB8wGqxDv6pSB For any questions or inquiries regarding this video please reach out to chucky@mrbeastbusiness.com Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored"
EiUT2gfMPg4,We Funded a Gym for Adaptive Athletes,Beast Philanthropy,we found a gym in Texas that trains we found a gym in Texas that trains people in the most unconventional people in the most unconventional people in the most unconventional ways visualize the last time you wish ways visualize the last time you wish ways visualize the last time you wish you didn't wake you didn't wake you didn't wake up Bo Jones Shelia Stato Brandy Fields up Bo Jones Shelia Stato Brandy Fields up Bo Jones Shelia Stato Brandy Fields neph Mendoza D Chen it was in 2009 when neph Mendoza D Chen it was in 2009 when neph Mendoza D Chen it was in 2009 when I was 19 years old 4 years ago I was 19 years old 4 years ago I was 19 years old 4 years ago everything drastically changed I stepped everything drastically changed I stepped everything drastically changed I stepped on my IED on my IED on my IED and lost both my legs I suffered a AAA and lost both my legs I suffered a AAA and lost both my legs I suffered a AAA aortic aneurysm I had a snowboarding aortic aneurysm I had a snowboarding aortic aneurysm I had.,"The Adaptive Training Foundation has changed the lives of so many people at the lowest point of their lives. Their unconditional support has helped these athletes discover their exceptional inner strength, to always fight and never give up, and the results have been extraordinary. Please show them some love and support so they can open their new facility and spread this incredible program across the world. https://www.adaptivetrainingfoundation.org/ Just like we do, Stand Together believes that by BELIEVING IN PEOPLE, empowering them with support, and encouraging them to BELIEVE IN THEMSELVES that we can solve so many of the issues that challenge us as individuals, communities, and societies. We want to thank them for their extremely generous contribution to this program. Stand Together is a philanthropic community. They help America’s boldest changemakers tackle the root causes of our country’s biggest problems. For more stories, ideas, and advice on how to help them make a bigger impact, visit https://standtogether.org/ https://standtogether.org/ Filmed and Edited by: Dan Mace (https://www.youtube.com/@DanMace) Follow us to help us help more: Instagram: https://www.instagram.com/beastphilanthropy/ Website: https://www.beastphilanthropy.org/donate/ Tiktok: https://www.tiktok.com/@beastphilanthropy Twitter: https://twitter.com/BeastPhilanthr Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored"
PArKPiiYCqA,"30 Lamborghinis vs 10,000 People",Beast Philanthropy,"if I give you the choice to either buy if I give you the choice to either buy 30 Lamborghinis or help save the lives 30 Lamborghinis or help save the lives 30 Lamborghinis or help save the lives of 10,000 people in one year which would of 10,000 people in one year which would of 10,000 people in one year which would you choose three 2 1 we decided to do you choose three 2 1 we decided to do you choose three 2 1 we decided to do this do the Epic highlight reel of the year we started this mission in kyia year we started this mission in kyia South Africa where we found an orphanage South Africa where we found an orphanage South Africa where we found an orphanage that was in desperate need of our help that was in desperate need of our help that was in desperate need of our help because it was at risk of being closed because it was at risk of being closed because it was at risk of being closed down they start at beg then I saved more down they start at beg then I saved more down.","This video is brought to you by YOU. We accomplished so much this year, both on the channel and off, but none of this could happen without you. Your views fund the work we do, your support energizes us when we feel depleted, and your enthusiasm inspires us to to work as hard as we can every day to earn your continued loyalty. We are nothing without you. 2023 exceeded every expectation we had. But wait until you see what we have planned for 2024. Mega W goes to our incredible partners around the world: Baphumele https://baphumelele.org.za/ Barefoot No More https://www.barefootnomore.com/ Hopi Nation https://hopirelief.org/ Exceed Worldwide https://www.exceed-worldwide.org/ GivePower https://givepower.org/ Dora https://www.tiktok.com/@doramoononyambe Cure International https://cure.org/ The Man That Rescues Dogs https://tmtrd.org/ https://www.tiktok.com/@tmtrdorg Sharing Excess https://www.sharingexcess.com/ https://www.instagram.com/sharingexcess/ CDVTA https://www.cdvta.org/ Follow us so we can help more people together: Instagram: https://www.instagram.com/beastphilanthropy/ Website: https://www.beastphilanthropy.org/campaign/rebuilding-baphumelele Tiktok: https://www.tiktok.com/@beastphilanthropy Twitter: https://twitter.com/BeastPhilanthr Facebook: ​​https://www.facebook.com/profile.php?id=100084586484118 Spotify: https://open.spotify.com/artist/400iD3n8DqB8wGqxDv6pSB Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored Filmed and Edited by: Dan Mace ( @DanMace )"
o-1mh98cJhI,A Father Sees His Son Smile For The First Time!,Beast Philanthropy,"every year over 200,000 children are every year over 200,000 children are born without the ability to smile like born without the ability to smile like born without the ability to smile like Emanuel the son of harano a single Emanuel the son of harano a single Emanuel the son of harano a single father who lives in the rural mountains father who lives in the rural mountains father who lives in the rural mountains of chopus for him and thousands of other of chopus for him and thousands of other of chopus for him and thousands of other parents seeing their child suffer parents seeing their child suffer parents seeing their child suffer without being able to help is truly without being able to help is truly without being able to help is truly heartbreaking so we decided to pay for heartbreaking so we decided to pay for heartbreaking so we decided to pay for over 100 surgeries the next day hono over 100 surgeries the next day hono over 100 surgeries the next day hono traveled 17 hours by bus for the free traveled 17 hours by bus for the free traveled 17 hours by bus for the.",
TsV0lCqB4zQ,We Gave Away $1 Million of Toys,Beast Philanthropy,hundreds of millions of children all hundreds of millions of children all around the globe have limited access to around the globe have limited access to around the globe have limited access to education because of the extreme poverty education because of the extreme poverty education because of the extreme poverty in rural areas around the world many in rural areas around the world many in rural areas around the world many children are often not given the same children are often not given the same children are often not given the same resources and opportunities to start resources and opportunities to start resources and opportunities to start their education Journey meaning that their education Journey meaning that their education Journey meaning that many of them stay trapped in a cycle of many of them stay trapped in a cycle of many of them stay trapped in a cycle of poverty but these smart toys can change poverty but these smart toys can change poverty but these smart toys can change that over the past 2 years we have that over the past 2 years we have that over the past 2 years we have witnessed firsthand just how important.,"PlayShifu make a range of educational toys that are exceptionally fun. Their extraordinary donation and sponsorship allowed us to share these unique toys with children across the globe . Thank you to PlayShifu for your exceptional support, and for your commitment to improving the lives of children all over the world. Please show them some love https://www.playshifu.com/ #sponsored Filmed and Edited by: Dan Mace ( https://www.youtube.com/@DanMace) Follow us to help us help more: Instagram: https://www.instagram.com/beastphilanthropy/ Website: https://www.beastphilanthropy.org/donate/ Tiktok: https://www.tiktok.com/@beastphilanthropy Twitter: https://twitter.com/BeastPhilanthr Facebook: ​​https://www.facebook.com/Beast-Philanthropy-112268218256173 Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation. #sponsored"
f-empfLWbIk,I Opened My Own Charity!,Beast Philanthropy,what is up Gamers I just opened my very what is up Gamers I just opened my very own charity and I just wanted to tell own charity and I just wanted to tell own charity and I just wanted to tell you guys about it we adopted every dog you guys about it we adopted every dog you guys about it we adopted every dog at a dog shelter bought everything in at a dog shelter bought everything in at a dog shelter bought everything in five stores and then gave it away five stores and then gave it away five stores and then gave it away donated a million dollars worth of food donated a million dollars worth of food donated a million dollars worth of food to people in need gave a homeless person to people in need gave a homeless person to people in need gave a homeless person a house raised 20 million dollars a house raised 20 million dollars a house raised 20 million dollars playing 20 million trees in general I playing 20 million trees in general I playing 20 million trees in general I enjoy doing good things which is why I.,"100% of my revenue earned from this channel is going to go to my charity! - so just by watching this you're helping people in need :)) MERCH - Coming Soon! WANT TO DONATE? - Coming Soon! (want to make sure we really have things figured out before we accept any donations) For any questions or inquiries regarding this video please reach out to chucky@mrbeastbusiness.com Beast Philanthropy Video Disclaimer: This video was produced by Beast Philanthropy Productions, LLC, a North Carolina limited liability company. Any revenue generated for Beast Philanthropy Productions, LLC from this video will be donated to MrCharity, Inc. dba Beast Philanthropy, a North Carolina 501(c)(3) nonprofit corporation."
